,Название,Ссылка на продукт,Цена,Фотография,Вес,Время работы,Время зарядки,Длина хода,Емкость батареи,Рабочее напряжение,Модель,Материал,Мощность,Мотор,Производство,Гарантия,Об / мин,source
628,Беспроводная роторная тату машинка Mast A1 New Generation Wireless Pen,https://tatu-shop.ru/products/mast-a1-new,9550,https://i.siteapi.org/wNSOpZ6oW_fdBt5JNU4k7gqT_wY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/5y0sqnr9yykgsoc8so8wsoggwkk8cg,185 г,8 часов,2 часа,,,5-12 V,,авиационный алюминий,,Mcore-A с чипом 12В 12000 об/мин,,6 месяцев,,tatu-shop
629,Беспроводная роторная тату машинка Vlad Blad Ultron 3 Stroke 4.7mm,https://tatu-shop.ru/products/vlad-blad-ultron-3,93000,https://i.siteapi.org/e2X-PLuhvqe4SiO63iN9vZiYfZk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ifoz2w0xpk8o8kck44w8wcwsgw4gs4,170 г,до 7 часов,,,,,,,,,Vlad Blad (Россия),1 год,,tatu-shop
630,Беспроводная роторная тату машинка Vlad Blad Ultron 3 MAX Stroke 3.7mm,https://tatu-shop.ru/products/ultron-3-max-stroke-3-7mm,99850,https://i.siteapi.org/e2X-PLuhvqe4SiO63iN9vZiYfZk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ifoz2w0xpk8o8kck44w8wcwsgw4gs4,201 г,до 11 часов,,,,,,,,,Vlad Blad (Россия),1 год,,tatu-shop
631,Беспроводная тату машинка BRONC X2 Adjustable Stroke 11 Options Green,https://tatu-shop.ru/products/bronc-x2--green,17950,https://i.siteapi.org/Xc7vG7AanNQmpThUiyELeYxAtjQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/46dguz6q4e044k88c0ggwwogs0ockk,550 гр,,,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC X2,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель 12V / 11000 об/мин,,6 месяцев,,tatu-shop
632,Роторная тату машинка SOLONG PROTON X-90 purple,https://tatu-shop.ru/products/equaliser-proton-mx-purple,4990,https://i.siteapi.org/0vvvROA93qHI6dUA8MOBcwl6Mqo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/m6m9yd2pcis0cwkks0k4c4sg4wg4o4,133 гр,,,,,,SOLONG PROTON X-90,алюминий,,Япония 5W,,,,tatu-shop
633,Беспроводная тату машинка MAST Fold 2 Pro 2.4-4.2mm Strokes X 2 Power Gold,https://tatu-shop.ru/products/mast-fold-2-pro-2-power-gold,16990,https://i.siteapi.org/u7MjfcoSeRPRqyEWd5SVrBGI43g=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/th0nb24vhgggs80kogkook4s0sws0o,233 гр,до 7 часов,2 часа,,,4-12 V,MAST Fold 2 Pro,Авиационный алюминий с защитным покрытием,,Coreless motor 8V-6500 об/мин,,6 месяцев,,tatu-shop
634,Роторная машинка для татуажа EZ POPU OMNI PEN PMU SILVER,https://tatu-shop.ru/products/ez-popu-omni-pen-silver,6470,https://i.siteapi.org/yZ7lCZOz3p19hWtVxSlnsAsuHvc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4513gcdceckkggg4cg4g808k8kskgo,80 грамм,,,,,6-8V,EZ POPU OMNI PEN PMU,Авиационный алюминий,,Японский двигатель 6000-8000 об/мин,EZ Tattoo,6 месяцев,,tatu-shop
635,Беспроводная роторная тату машинка - BRONC Short Wireless Tattoo Pen Red,https://tatu-shop.ru/products/short-red,9990,https://i.siteapi.org/w3dAZWV9DoEYJm-n-u-3fOql-eA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6l66r3gimogs8w088o04o8ggkw4c8c,151 г,от 4 до 7 часов,,"от 0 до 4,5 мм",,"5,5-7,5 V",BRONC SHORT,Алюминий,,Швейцарский двигатель 11000 об/мин,,6 месяцев,,tatu-shop
636,Беспроводная тату машинка -  Dragonhawk Armor Pro Wireless,https://tatu-shop.ru/products/dragonhawk--armor-pro,14990,https://i.siteapi.org/foO14VXRiObKyvGy9v8cjdwJGz4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/bo8w0f9gr2o84c0ggkgwcgo00kgoo8,192 г,до 6 часов,,"0-4,5 мм",,5-12V,,Алюминий,,Японский мотор,,6 месяцев,,tatu-shop
637,Беспроводная машинка для татуажа EZ LOLA LIGHT PMU x 2Power Purple,https://tatu-shop.ru/products/lola-light-pmu-purple-2power,11850,https://i.siteapi.org/RHOpN1ReLcpX-scIcMxZM3j2ics=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/1ip9yzqlk2boooccsg0owwwgo4kks0,81 гр,3-5 часов,,"0-4,5 мм",800 mA/ч,4-12V,EZ LOLA LIGHT,Авиационный алюминий,,Coreless Motor 12V/10000 об/мин,,6 месяцев,,tatu-shop
638,Беспроводная машинка для перманентного макияжа EZ LOLA Air S PMU X 2 Power Rose,https://tatu-shop.ru/products/lola-air-s-pmu-2power-rose,10225,https://i.siteapi.org/EBSsgPIjXhvr0WlcUnnsqKHOMz8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rvpixqn8fs0k0wgkk8k4cwc0c0wow0,105 гр,,2 часа,"0 - 3,5 мм",,3 - 10V,EZ LOLA Air S PMU,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
639,Беспроводная машинка для татуажа EZ LOLA LIGHT PMU x 2Power Black,https://tatu-shop.ru/products/lola-light-pmu-black-2power,11850,https://i.siteapi.org/LNfrq_J99IhOEXkwOcpw1AWqd6o=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/bksnm5ugm20o8osswswckg4kookc4k,81 гр,3-5 часов,,"0-4,5 мм",800 mA/ч,4-12V,EZ LOLA LIGHT,Авиационный алюминий,,Coreless Motor 12V/10000 об/мин,,6 месяцев,,tatu-shop
640,Роторная тату машинка Bronc STPS-021 black,https://tatu-shop.ru/products/machine-bronc-stps-021-black,4750,https://i.siteapi.org/mYn6kJRDyJecQRUMRvo97w62rjk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ryn7765ftrks8k0sw0cskwswsogc8w,85 г,,,,,,Bronc STPS-021,,,Тайвань,Yilong Tattoo Supply,,,tatu-shop
641,Роторная тату машинка Mast P10 purple,https://tatu-shop.ru/products/p10-purple,6440,https://i.siteapi.org/OueiQMQKPKSzFPSx2jpvTptc1ko=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/2ljiwficmce8wkwo8w4w84s84k8ows,117 г,,,,,5 - 8 V 9000 об/мин,,алюминий,3 Ватт,Япония,DragonHawk,6 месяцев,,tatu-shop
642,Беспроводная машинка для татуажа EZ LOLA LIGHT PMU Black-Red Gradient,https://tatu-shop.ru/products/lola-light-pmu-red-gradient,9890,https://i.siteapi.org/0mvg8Frhoy-NbKSroD80wHb0iVE=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ptwg179qv4g8c4s84c44owwkwk04gk,81 гр,3-5 часов,,"0-4,5 мм",800 mA/ч,4-12V,EZ LOLA LIGHT,Авиационный алюминий,,Coreless Motor 12V/10000 об/мин,,6 месяцев,,tatu-shop
643,"Беспроводная тату машинка Cobra Morandi 3,5 Stroke Green",https://tatu-shop.ru/products/machine-cobra-morandi-green,9990,https://i.siteapi.org/Cf5CRbQel1fMXBOExEho29ZsA_A=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4etlw33e3ri808g0kk8048kkgsks8g,320 гр,до 7 часов,,,1800 мАч,"4,7-13V",Cobra Morandi,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
644,Беспроводная тату машинка BRONC TOUGH Wireless Pen 11 Stroke Green,https://tatu-shop.ru/products/tough-green,15790,https://i.siteapi.org/hayUALyrqPlvO01FqrMj4EjuzhI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/2mtkiu3zdts0kkcksck8ckw4gk4c08,267 г,до 10 часов,"2,5 часа","от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC TOUGH,Авиационный алюминий с защитным покрытием,,DC Swiss Motor - 11000 об/мин,,6 месяцев,,tatu-shop
645,"Беспроводная тату машинка Yilong F6 Stroke 3,5mm Green",https://tatu-shop.ru/products/f6-stroke-3-5mm-green,13940,https://i.siteapi.org/Dror7HJ89Wf2yWvCuThIiyQIxkM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/k5roweidwu80c48480s0k4gcsw8k08,200 г,до 8 часов,2 часа,,,4-12 V,,Авиационный алюминий с защитным покрытием,,Бесщеточный двигатель 12V-10000 об/мин,,,,tatu-shop
646,Роторная тату машинка MAST Pen Space WQ102,https://tatu-shop.ru/products/mast7000,5190,https://i.siteapi.org/pR2P5OzSfgl4IxoiJHjsAjX-94Y=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ngd99oaq1cgck84gokkc0cggsgwsks,117 гр,,,,,,MAST Pen WQ102,,,Японский 6-9V / 10000 об/мин,DragonHawk,6 месяцев,,tatu-shop
647,Беспроводная тату машинка EZ Filter Freedom Green,https://tatu-shop.ru/products/tattoo-ez-filter-freedom-green,5180,https://i.siteapi.org/OMoMrM6-n2vxTl-dJ-Ob0huM26Q=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/98cvhyrbn484sgkc0880s8c4owsgo0,200 г,5 часов,,"от 0 до 4,5 мм",,6 - 9 V,EZ Filter Freedom,авиационный алюминий,,Coreless Motor,EZ Tattoo,6 месяцев,,tatu-shop
648,Беспроводная тату машинка MAST Lancer Wireless Red,https://tatu-shop.ru/products/pen-mast-lancer--red,14990,https://i.siteapi.org/LRk-47FRDbPDb6ZaKsYI9nvVR9k=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/1espe3tm1gxwkc0sccskkgk00ssogw,190 г,до 6 часов,,"0-4,5 мм",,5-12V,,Алюминий,,Японский мотор,,6 месяцев,,tatu-shop
649,Беспроводная роторная тату машинка Big Wasp Arrow RTM-114 Wireless Pen Army Green,https://tatu-shop.ru/products/arrow-rtm-114-army-green,8590,https://i.siteapi.org/GR7-DnIf0w5WNeNyabWl3lfLNZg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ejxtajqmod4cw8cow0wkkw0g40w0kw,240 г,от 7 до 9 часов,,от 0 до 4 мм,,"5,5-7,5 V",Big Wasp Arrow RTM-114 Wireless Pen,Авиационный алюминий,,DC-motor Swiss Motor - Швейцарский двигатель,,6 месяцев,,tatu-shop
650,Роторная тату машинка Mast Magi PM Rose gold,https://tatu-shop.ru/products/magi-pm-rose--gold,6380,https://i.siteapi.org/jlr3gY0Juj0-pXTHT25uhMYZzow=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/oge08ekyytcwoow8840ggokscockgw,91 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,5 - 9 V,Mast Magi,алюминий,,Япония 12В/12000 об,DragonHawk,6 месяцев,,tatu-shop
651,"Беспроводная тату машинка Cobra Morandi 3,5 Stroke Blue",https://tatu-shop.ru/products/machine-cobra-morandi-blue,9990,https://i.siteapi.org/3oHBGnDsNXhE02ilAlC14ET1d5c=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/k0bnh842h8g4k488kkkcs844cowg8w,320 гр,до 7 часов,,,1800 мАч,"4,7-13V",Cobra Morandi,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
652,Беспроводная машинка для татуажа Mast P40 PMU Stroke 2.5mm Rose Gold,https://tatu-shop.ru/products/mast-p40-permanent-rose-gold,9950,https://i.siteapi.org/YvJY7Q-UPlB60jwXWc-gxCR5dKQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4iu5v1a9mf8k8cw4ko4w0008g4os4g,120 г,5 часов,,"0-3,5 мм",,4-10V,Mast P40,Авиационный алюминий,,Mast Special Edition Coreless Motor 10V/10000 об,,6 месяцев,,tatu-shop
653,Беспроводная тату машинка EZ Filter X30 Strokes 2.0-4.0mm Black,https://tatu-shop.ru/products/x30,7490,https://i.siteapi.org/NO0edsgEBgkauI-1L7Zpem5HOJ8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/npt2brqtg7kc0wg04cssk88wks44wg,242 гр,до 7 часов,2 часа,"от 0 до 4,5 мм",1600 mA/ч,4-12V,EZ Filter X30,Авиационный алюминий,,Двигатель без сердечника EZ 12V-9500 об/мин,EZ TATTOO,6 месяцев,,tatu-shop
654,Роторная машинка для татуажа Mast Tour Air PMU 2.3mm Stroke Black,https://tatu-shop.ru/products/mast-tour-air-pmu--black,5990,https://i.siteapi.org/WQGiOdl3CHjs9EbORqYfzbQIywo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qy9b8c3w69co0soo0cs04skk4wcgg4,45 грамм,,,,,5-9V,Mast Tour Air PMU,Авиационный алюминий,,Mcore Coreless Motor 12V /10000 об/мин,MAST,6 месяцев,,tatu-shop
655,Беспроводная роторная тату машинка Hello Soldier V1 Pen Gold,https://tatu-shop.ru/products/hello--soldier-v1-pen-gold,7990,https://i.siteapi.org/tmyA0eAMBsGWpqTQWSAOZAZcP2A=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4s4u49tjm8is8s808ckksso8cwck40,200 г,до 6 часов,,"от 0 до 4,5 мм",,"5-12 V (1 режим 5V, 2 режим 6V, 3 режим 7V, 4 режим 8V, 5 режим 9V, 6 режим 10V, 7 режим 11V, 8 режим 12V)",Hello Soldier V1,Алюминий,,Япония 8V-12000 об/мин,Solong Tattoo,,,tatu-shop
656,Роторная тату машинка Pen Hummingbird Bronc V6 purple,https://tatu-shop.ru/products/pen-hummingbird-bronc-v6purple,9480,https://i.siteapi.org/ipUL-4chXrls0SLa5jkq1RBO8wY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/du2rhdfbykg0osgc0ssc8w4okk0sgs,150 гр,,,,,6-9 V,Bronc V6,авиационный алюминий,,Япония 5W - 12000 об/мин,,6 месяцев,,tatu-shop
657,Беспроводная тату машинка - FK Flux EXO V5 Wireless Battery Pen Black,https://tatu-shop.ru/products/fk-flux--exo-v5-black,13735,https://i.siteapi.org/AzYihzpK0uXJb23zHfCz3PvEGcg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/oqpuqis1ipwk00s408c84kswoc8ccw,,до 6 часов,,"от 0 до 4,5 мм",,5-12V,FK Flux EXO V5,Алюминий,,Japanese Coreless Motor 12V-12000 об/мин,Solong Tattoo,,,tatu-shop
658,Роторная тату машинка Dragonhawk M8 Rotary Pen Black,https://tatu-shop.ru/products/m8-rotary-pen-black,3680,https://i.siteapi.org/pMPP8QkqX_DGYU4px4-P-pULCeU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/q1fhvss08qsg8s0gokw0go844kw0cg,154 гр,,,,,6 - 10 V,,,,Iron Core Motor,,6 месяцев,,tatu-shop
659,Беспроводная машинка для татуажа EZ LOLA AIR Pro PMU Wireless 6 Strokes  X 2 Power Purple,https://tatu-shop.ru/products/air-pro-2power-purple,14990,https://i.siteapi.org/khH7zPW_MQsX4w9sBd77wOxPyuo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rbvqqapa9wggocgg0kkg0owwo840c4,111 г,4 - 6 ч,2 ч,"0 - 3,5 мм",,3 - 10V,EZ LOLA AIR Pro,авиационный алюминий,,,EZ Tattoo,,,tatu-shop
660,Беспроводная тату машинка AVA UNI-X Stroke 4.0mm Pink,https://tatu-shop.ru/products/uni-x-pink,15380,https://i.siteapi.org/YCbhRJhlvmwet9OawPhVRLh6fw4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/k2kis848rtw48004c80cgcs84skwg4,660 гр,,2 часа,,,"4,5-12 V",AVA UNI-X,авиационный алюминий,5W,AVA Motor Brushless Motor - 10500 об/мин,AVA TATTOO MACHINE,6 месяцев,,tatu-shop
661,Роторная тату машинка - Dragonhawk Fold Batpen 7 Strokes Length red,https://tatu-shop.ru/products/dragonhawk--fold-batpen-red,12200,https://i.siteapi.org/OnAMcn2wfFMrS3pSzfrlmnBiy9A=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/nco3brt8c5ws0o8wcww8o0cwgs8wgs,201 г,,,,,,,авиационный алюминий,,8V / 6500 об/мин,,6 месяцев,,tatu-shop
662,Роторная тату машинка Pen Hawk GSH-500 purple,https://tatu-shop.ru/products/pen-hawk-gsh-500purple,3990,https://i.siteapi.org/bmxum3hxo_Nwo2gmK3KIcTjFpE4=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/dosy6lk8inwc8sskkkksks444sksog,158 гр,,,,,3-10 В,Pen Hawk GSH-500,,,Тайвань,Solong Tattoo,,,tatu-shop
663,Роторная беспроводная тату машинка EZ Portex Gen2 Versatile Red,https://tatu-shop.ru/products/ez--portex--gen2,10580,https://i.siteapi.org/N8kn3WnRUMxVN3Ss8VgwEkc6iQg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/7yv94nfwahkw80o4okwkc4wgswwggg,176 г / 196 г (с блоком и без),до 5 часов,2 часа,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,5-12 V,EZ Portex Gen2 Versatile,авиационный алюминий с защитным покрытием,,,EZ Tattoo,6 месяцев,,tatu-shop
664,Роторная тату машинка Mast Tour 2 Tattoo Gun With Thin Black,https://tatu-shop.ru/products/mast-tour-2-black-with-thin,4980,https://i.siteapi.org/R0TgiR04iyY0AKQmMGKpSZB9ny0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/i9z3fu7z8i04sk08ogo48gcckgwccs,59 грамм,,,,,4-12V,Mast Tour 2 Tattoo Gun With Thin,Авиационный алюминий,,Mcore Coreless Motor 12V/10000 об/мин,MAST (DragonHawk),6 месяцев,,tatu-shop
665,Роторная тату машинка MAST Carbon gray,https://tatu-shop.ru/products/mast-carbon--gray,6980,https://i.siteapi.org/xdAefix3nZaIt3V0OQ4M6HSni5E=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/sbrfoo58474wggkksw8w8o0g4gckcc,127 гр,,,,,7-9 V,,авиационный алюминий,,Япония 8V 8000 об/мин,DragonHawk,6 месяцев,,tatu-shop
666,Беспроводная тату машинка BRONC V77 Strokes 2.0 - 4.2mm X 2Power Green,https://tatu-shop.ru/products/bronc-v77--2power-green,8490,https://i.siteapi.org/DIeOAqHH-ZhuzkxaUOd7e8CEPs8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/sjfrgiblvw0o8owscg8scgkk8ggscc,240 гр,до 8 часов,3 часа,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC V77,Авиационный алюминий с защитным покрытием,,Coreless Motor 12V / 9500 об/мин,,6 месяцев,,tatu-shop
667,Беспроводная тату машинка EZ Filter Freedom X 2 Power Black,https://tatu-shop.ru/products/tattoo-ez-filter-freedom-2power-black,6660,https://i.siteapi.org/_ii9yYEwqmhiRS7vLLrqNvVS5-Q=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6jblopddg408kgc84okgck0gk8c8cw,200 г,,,"от 0 до 4,5 мм",,6 - 9 V,EZ Filter Freedom,авиационный алюминий,,Coreless Motor,EZ Tattoo,6 месяцев,,tatu-shop
668,Беспроводная тату машинка MICEYA MCY-1003 Wireless Tattoo & PMU Pen Silver,https://tatu-shop.ru/products/mcy-1003-pen-silver,15990,https://i.siteapi.org/5DlGDgKLys4qIF2e9vjlDATFg3k=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qfl2d2i9ma88wwws80ss0g0c0ow80c,149 г,до 7 часов,,"от 0 до 4,5 мм",,4V-12V,MICEYA MCY-1003,Авиационный алюминий,,Швейцарский двигатель 12000 об/мин,,6 месяцев,,tatu-shop
669,Роторная тату машинка MAST-NANO 800 mini pink,https://tatu-shop.ru/products/mast--nano-800-mini-pink,7740,https://i.siteapi.org/MYyTjjTfIwOldJL1LLc76XWIbHs=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qbxlgqx5fi8w40og0c4gcoc8gcg44k,82 г,,,"до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,5 - 8 В,MAST-NANO 800 mini,авиационный алюминий,,Япония 8V,DragonHawk,6 месяцев,,tatu-shop
670,Беспроводная машинка для перманентного макияжа EZ LOLA Air S PMU Rose,https://tatu-shop.ru/products/lola-air-s-pmu-rose,7555,https://i.siteapi.org/hqasM4Gs8a92Soi_ZB6RVBRwSXc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ogb3vo18txc0okcooc8gggc0g0wk0o,105 гр,4-6 часов,2 часа,"0 - 3,5 мм",,3 - 10V,EZ LOLA Air S PMU,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
671,Роторная тату машинка DragoArt Atomic II Gold,https://tatu-shop.ru/products/atomic-ii-gold,2760,https://i.siteapi.org/SjkjHs3fge9k3UuccpX57UdYcPE=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ltodzjjbkfko44wk8w8w4o8s84s8g8,147 гр,,,,,5 - 12 V 10000 об/мин,DragoArt Atomic II,авиационный алюминий,,Тайвань (Premium Motor),DragoArt Tattoo,,,tatu-shop
672,Роторная тату машинка AVA Pen GTXS Red,https://tatu-shop.ru/products/gtxs-red,8370,https://i.siteapi.org/-9sbrcxq0pGv42g1JGY6jzvanhA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/nizoq8g6qv40cc40c0wosgogsgkk8c,173 г,,,,,5 - 12 V 11000 об/мин,,авиационный алюминий,,Япония,AVA TATTOO MACHINE,6 месяцев,,tatu-shop
673,Беспроводная машинка для татуажа EZ LOLA AIR Wireless Battery Silver-Black,https://tatu-shop.ru/products/ez-lola-air-wireless,10570,https://i.siteapi.org/r3loIjYKtX0VDBkuxcYfgc13rOI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/i4e2c4eamhkc848o0o480scsgww48w,"85,4 г",2-3 ч,"1,5 ч","0 - 3,5 мм",,5 - 10V,EZ LOLA AIR,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
674,Беспроводная машинка для перманентного макияжа EZ LOLA Air S PMU X 2 Power Silver,https://tatu-shop.ru/products/lola-air-s-pmu-2power-silver,10225,https://i.siteapi.org/lhS_RqIOSmMmiUJcvL1272qTKQE=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fim0zffa9hws8gc8k40o88sks8ocw0,105 гр,,2 часа,"0 - 3,5 мм",,3 - 10V,EZ LOLA Air S PMU,авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
675,Роторная тату машинка - Defenderr Onyx Pink,https://tatu-shop.ru/products/defender-onyx--pink,13500,https://i.siteapi.org/8GtVj33VOq32XL7QNVg4Ro29LEw=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/76z1pdram3ok4gg4s0wc8g0o8co4ks,76 г,,,,,,,авиационный алюминий с защитным покрытием,,Faulhaber (Германия) - 10000 об,,1 год,,tatu-shop
676,Универсальная роторная тату машина Burlak Solo Pro Black Matt,https://tatu-shop.ru/products/burlak--solo-pro--black-matt,25000,https://i.siteapi.org/fa_dKUR1y9TzwWm4yWG_GhgolfA=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/8fmh32uorgkkswo4c4c8w0kks0kgs0,104 г,,,,,,Burlak Solo Pro,,,(11 Вт) 10000 об,Burlak Rotary (Россия),,,tatu-shop
677,Роторная тату машинка - Defenderr Ruby Chromium,https://tatu-shop.ru/products/defender-ruby--chromium,15500,https://i.siteapi.org/mpjNxPvYWaVFsPpmfS1W3YV2Y6o=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/l2ow24elcqo400ks4sw04kcwowcw40,165 г,,,,,,,авиационный алюминий с защитным покрытием,,Faulhaber (Германия) - 8000 об,,1 год,,tatu-shop
678,Беспроводная тату машинка DragonHawk SEA Capsule Shape 4.2mm Stroke Rose Pink,https://tatu-shop.ru/products/dragonhawk-pen-sea-shape-pink,17380,https://i.siteapi.org/SB7V22F57rzwtHWLi6NJqyosaxI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qdia5pmh7i8w0g0gg8kgcsg04wwwks,174 гр,3-4 часа,40 минут,"от 0 до 4,5 мм",1050 mA/ч,4-12V,SEA Capsule Shape,Авиационный алюминий,,Высокопроизводительный Brushless motor SEA 12V-11500 об/мин,DragonHawk Tattoo,6 месяцев,,tatu-shop
679,Роторная машинка для татуажа EZ POPU TH015 Black,https://tatu-shop.ru/products/popu-th015-black,4240,https://i.siteapi.org/ver89Lzrn_bVS5GxRXdoobQq9ro=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qo9tze0i2yo0w0o0scgcw0gg00so04,66 граамм,,,,,6-8V,EZ POPU TH015,Авиационный алюминий,,Японский двигатель 6000-8000 об/мин,EZ Tattoo,6 месяцев,,tatu-shop
680,Беспроводная роторная тату машинка - BRONC Wireless Pen V6 silver,https://tatu-shop.ru/products/bronc-pen-v6-silver,12590,https://i.siteapi.org/LQGX6onn0A-Z7F_ZIKvxdqJUPo4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6l8rmw9hezcw84soskck8400gsg8w0,229 г,от 7 до 9 часов,,"от 0 до 4,5 мм",,5-11 V,BRONC Wireless Pen V6,Алюминий,,Швейцарский двигатель 6W,,6 месяцев,,tatu-shop
681,Универсальная роторная тату машинка Skinductor Vertigo Heavy,https://tatu-shop.ru/products/skinductor-vertigo--heavy,15000,https://i.siteapi.org/Bg6YD3NYepKg26LFzFL1_pynGDU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/oqutmb49azkks400kws0k44k484c80,,,,,,,,,,,,,,tatu-shop
682,Роторная тату машинка Pen Hawk GSH-500 red,https://tatu-shop.ru/products/pen-hawk-gsh-500red,3990,https://i.siteapi.org/0tgCZ3hW1pW2LbqHChrX821O2-s=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/bs3f0erjtxwso0o040k4s4cg88gcwg,158 гр,,,,,3-10 В,Pen Hawk GSH-500,,,Тайвань,Solong Tattoo,,,tatu-shop
683,Роторная тату машинка Mast Tour S,https://tatu-shop.ru/products/mast-tour---s,6380,https://i.siteapi.org/aW10CAHoJFSgH4TAX4962dEf9k8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/b3wwv9v7e54css04gw80kkk8o8sogw,105 г,,,,,5 - 8 В,,авиационный алюминий,,Япония 8V 9000 об/мин,DragonHawk,6 месяцев,,tatu-shop
